display_name,text_uuid,sentence_uuid,sentence_obj_in_text,translation,first_word_transcription,first_word_spelling,first_word_number,first_word_obj_in_text,line_number,side,column
VS 26 100 (VAT 13241),8f67033f-cacb-9a5b-9a25-2de54cabe37e,5e65f534-36c9-404c-916a-e0aadba088d5,39,"If a man of Kalua, either his creditor or his brother or the lord of the tuzinnum raises a claim against Ušnuman he will pay half a mina of silver.",šumma,šu-ma,23,41,10.0,2,1
VS 26 100 (VAT 13241),8f67033f-cacb-9a5b-9a25-2de54cabe37e,a630cbbf-885b-44c3-abd8-25c5ac868411,68,"Witnesses: Šaḫišnuman, Perua, Dudu.",maḫar,IGI,41,70,18.0,3,1
VS 26 101 (VAT 13243),237086c0-d4bb-edbb-02f2-16f202711f48,d2404036-c717-4550-ac67-bc95f3b7e756,22,"Witnesses: Ḫašui, Zaparašna, Peruwa , Karrunuwa, Iškuna-x, and Ṣili-x-....",maḫar,IGI,17,24,7.01,3,1
VS 26 11 (VAT 9213),b7a9f9d1-7a5c-4d64-59b2-ac4595cf2fea,02eaa13a-ef88-4f8f-a6a0-e60fa035c399,3,From Aššur-idī to Aššur-nādā:,umma,um-ma,1,5,1.0,1,1
VS 26 11 (VAT 9213),b7a9f9d1-7a5c-4d64-59b2-ac4595cf2fea,547ea7e8-59a9-4cec-9106-3b0d95e0e2ba,11,"2 talents 10 minas tin under seal, 24 black textiles, 5 kutānum-textiles for my sack, 12 kutānum-textiles, 11 black textiles, 3 'thin' textiles, 10 minas tin, 2 ṣilipkiʾum-textiles belonging to Aššur-nādā, 11 black textiles, 2 takkuštāʾum-textiles, 5 'thin' textiles belonging to the merchant, 8 kutānum-textiles beloning to Šū-Adad, 6 kutānum-textiles belonging to Ilī-ālum 3+ kutānum-textiles from the ikrībū-fund of Aššur, the kutānum-textiles of the ikrībū-funds of Adad and Ilabrat, 1'thin' textile belonging to Ilabrat, 2 kutānum-textiles belonging to Šar-Adad, 1 kutānum-textile belongint to Aššur-taklāku, a? kutānum-textile belonging to Šū-Kūbum--Total 110 textiles, therein 42 kutānum-textiles, 11 takuštāʾum texitles, 11 'thin' textiles together with šilipkēn textiles, 15 minas tin from Aššur-idī, 5 minas 54 shekels tin belonging to Aššur-nādā, 5 minas tin belonging to the merchant, 2 minas 49 shekels tin belonging to Šū-Adad, 27 shekels belonging to Ilī-ālum, in total hand tin in 30 2/3 minas, 6 black donkeys, -- 6 talents 8 minas the awītum-assessment.",biltem,GÚ,7,17,3.0,1,1
VS 26 11 (VAT 9213),b7a9f9d1-7a5c-4d64-59b2-ac4595cf2fea,1b116ccf-5d01-4a0c-af2e-838b677438f9,246,"Witnesses: Azuwa, Ilī-ālum.",,IGI,150,248,42.0,5,1
VS 26 116A envelope (VAT 9227),c7d23e75-ddce-7462-2f4c-08258b92e7de,c47637d0-c723-4ddc-aed2-a46fd283cc90,3,Seal of the colony of Kanesh.,kunuk,KIŠIB,1,4,1.0,1,1
VS 26 116A envelope (VAT 9227),c7d23e75-ddce-7462-2f4c-08258b92e7de,4eed4919-4159-45fc-a99b-e75621d13f92,9,The colony at Kanesh rendered a verdict:,kārum,kà-ru-um,4,10,2.0,1,1
VS 26 116A envelope (VAT 9227),c7d23e75-ddce-7462-2f4c-08258b92e7de,89c14bd8-871b-4032-84a6-89e8d2eded15,14,The Šū-Suen's investors and the sons of Šū-Suen will seize the three partners on their own authority and they will enter the house of Šū-Suen and read his tablets.,ummiānū,um-mì-a-nu,8,18,4.0,1,1
VS 26 116A envelope (VAT 9227),c7d23e75-ddce-7462-2f4c-08258b92e7de,7c2a2e06-0e5f-4f39-b812-bfdd03d2a221,41,"Whoever cannot enter or is not able (to be there?), they will set up witnesses for him so that those will enter.",lā,lá,24,45,10.0,3,1
VS 26 117 envelope (VAT 9216),ca1a21d4-cc13-1578-05ad-eee95cbd5268,7b0ffe20-20df-484b-a6ad-252cf16845a0,3,"The colony issued a verdict that Māru the son of Puzur-Ištar son of Attaya and the investors will give (Pūšu-kēn) the tablet stating that 4 minas silver which Puzur-Ištar son of Attaya gave to Pūšu-kēn, and he (Pūšu-kēn) will kill it.",kārum,kà-ru-um,1,5,1.0,1,1
VS 26 117 envelope (VAT 9216),ca1a21d4-cc13-1578-05ad-eee95cbd5268,8195c264-661e-4140-94b9-e2cf43e57d6a,49,In regard to the one additional mina of silver belonging to Pūšu-kēn which they took--after the taking of the silver Pūšu-kēn will make a statement.,ana,a-na,28,51,9.0,1,1
VS 26 117 envelope (VAT 9216),ca1a21d4-cc13-1578-05ad-eee95cbd5268,ef0f36e8-0893-4dd1-9de4-629681114d5a,76,"He (?) sealed (?) the seal of the colony of Kanesh and Pūšu-kēn before the dagger of Aššur, 4 minas silver which Puzur-Aššur gave to him for ebuttum, 3 minas silver and 1/3 mina which he gave to him for purchases--the purchases and the ebuttum he( they?) did (?) (Will?), in truthfulness, exhaust. ",kunuk,KIŠIB,42,79,14.0,1,1
VS 26 117 envelope (VAT 9216),ca1a21d4-cc13-1578-05ad-eee95cbd5268,e51ebf16-2c1c-4d72-bdad-6158afdff338,133,From this silver there is nothing which I owe.,ina,i-na,76,135,26.0,3,1
VS 26 117 envelope (VAT 9216),ca1a21d4-cc13-1578-05ad-eee95cbd5268,f42e7cbb-0de5-44ec-870e-333a8ebca621,148,"The following swore (in agreement) in the colony: in place of Māru, Puzur-Ištar, (and) Ennam-Aššur, the sons of Puzur-Ištar--Abu-šalim son of Edinnāya and Ikūn-pīya his brother; in place of Puzur-Ištar--Aḫ-šalim, Aššur-rēʾī, Iliš-tīkal and Nāb-Suen; in place of the investors--Puzur-Ištar.",kīma,ki-ma,84,152,28.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,8f937d64-84a6-4d31-b0af-d311f376538f,4,"Seals of Dadaya s. Aššur-imittī, Šū-Hubur s. iddin-abum, Kukulāanum s. Kutaya.",kunuk,KIŠIB,1,6,1.0,1,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,9133de6b-3503-43c0-ad7e-a80dd4652f0d,27,Kukulānum owes Enlil-bāni 5 minas refined silver.,manā,ma-na,14,31,4.0,1,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,80a1b133-9c05-450f-b2de-6ed4f20031eb,41,From the 77 pirikannum textiles placed in the account of Enlil-bāni...,ina,i-na,21,43,6.0,1,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,682830da-e30f-49d7-96a0-4c3f1755dbb6,52,"He will pay 6 ḫamuštum weeks from the ḫamuštum week of Aššur-imittī,  month Ša sarrātim, eponymate after the one of Ilī-ālim.",ištu,iš-tù,27,55,8.0,1,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,28c08069-cbaa-41ff-9dd5-036394997ad5,79,"If he does not pay (on time), he will add 1 1/2 shekels per mina  per month as interest.",šumma,šu-ma,42,81,12.0,1,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,243b6b4a-3dfd-4cae-8512-a3d34f46f3b7,101,"As for the pirikannum textiles, those belonging to Kukkulānum will go to Anatolia, to Waḫšušana.",perekannū,pí-ri-kà-nu,54,102,14.0,1,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,db70e221-6561-4699-8cce-91d115aa4bfd,111,"The silver from their sale, Enlil-bāni will take ithat silver abroad to Kanesh under the name of Kukulānum and if it exceeds (the 5 mians silver) the Kukulānum will take (the excess), and if it falls short, Kukulānum will stand (for the remainder).",kasap,KÙ.BABBAR,61,114,16.0,1,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,2614c6ca-5927-4a6f-9feb-abb92f259d44,140,"Seals of Kukkulānum s. Kutaya, Lā-qēpum s. Puzur-sadūʾē, Šū-Enlil s. Mannum-kī-Aššur.",kunuk,KIŠIB,79,142,21.0,1,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,9372126a-40ce-4917-824a-c66608ca0cb2,163,Enlil-bāni owes Enlil-bāni 1 1/2 minas refined silver.,manā,ma-na,92,167,24.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,fc01cfef-0b1f-46f9-b2ef-ad3e49166710,177,Month:  Ša Kēnātim.,warḫum,ITU.1.KAM,99,179,26.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,8e85e7ef-8007-43dc-ad3c-789038d96e1c,183,Eponymate: the one after Ennam-Aššur.,līmum,li-mu-um,102,185,27.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,000e7d36-2b20-41de-b577-873828ed9ade,192,He will pay in four months.,ana,a-na,106,194,28.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,43d15dec-ed00-4f39-989f-6901e3c9190b,197,"If he does not pay (on time), he will add 1 1/2 shekels per mina (per month) as interest.",šumma,šu-ma,109,199,28.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,9f096d4c-0d88-45a5-aa45-e6638eec637a,218,"Seals of Aḫu-waqar s. Šū-Ištar, Ilī-nādā s. Aššur-nādā, Kulumaya s. Aššur-imittī, Buzāzu s. Pūšu-kēn.",kunuk,KIŠIB,119,220,31.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,d5122441-9407-4819-9d15-b7fdd14293e2,248,Buzazu owes Enlil-bāni 1 mina refined silver (In addition to 1 mina 1/2 shekel he fulfilled- he declared. the silver).,manā,ma-na,136,252,34.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,ec13ad63-c3e8-47f8-b24a-2afe90ca04cb,275,"From the ḫamuštum of liptānum, month Qarrātum, eponymate of Sama, he will add 1 shekel as interest per mina (per month).",ištu,iš-tù,151,277,38.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,203ce9a8-c652-4895-8f26-40223335409b,303,Kulumaya is the guarantor.,Kulumaya,ku-lu-ma-a,167,304,42.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,5ad42fa4-d576-48fd-85c0-d9395a982097,306,(The silver) is bound to whichever one among them is solvent.,i-,i,169,308,43.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,8ecf0968-3087-41cf-8cbd-b9f73d6683b5,315,"Seals of Qatātum s. Idī-Ištar, Aššur-rābi s. Lā-qēpum, Nanaya s. Ḫanānum, Puzur-Aššur s. Amur-Aššur.",kunuk,KIŠIB,173,317,44.0,3,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,e72f7891-75a4-4164-af35-b0772a33c8cd,345,"Puzur-Aššur holds 1 mina refined silver, the beʾulātum loan of Enlil-bāni.",manā,ma-na,190,349,47.0,5,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,0668cbae-9076-4ec6-9383-053b4ec2e89f,359,He is held by the silver.,ište,iš-tí,197,361,49.0,5,1
VS 26 119 envelope (VAT 13513),35700cdc-47e2-34ae-7b28-ecb421752e37,ff5959a5-7827-4e82-a83f-d232462a42fc,365,This is a copy of the sealed tablets which have gone abroad.,miḫrum,me-eḫ-ru-um,200,367,49.0,5,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,f0f26c98-a816-465e-8217-4e366e986a84,3,To Pūšu-kēn from Aššūr-imittī and Puzur-Aššur:,ana,a-na,1,5,1.0,1,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,8cffa19d-9034-4509-a9d0-1771b18170c7,15,Imgua brings you 12 minas lapis under our seals.,manā,ma-na,9,20,4.0,1,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,1599e976-d30f-488c-87cf-1312924d1d09,25,It is worth 6 minas 11 shekels silver. ,manā,ma-na,15,30,6.0,1,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,196d79d8-0dfd-4efb-8f2f-65079ec8e935,36,"As for the tithe of the colony office, you said, ""When they are sold, give them the silver as tithe. If they do not agree with you, let them assess the stone as broken apart, because it is broken apart.""",ana,a-na,20,38,7.0,1,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,bff11842-ea4a-430f-9986-333a7fdeaabd,73,They will not put a chisel on it.,ina,i-na,41,75,16.0,3,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,8f7b3470-c47e-4696-afc1-f09864894cfc,81,The stone will go to/with Aḫaya.,abnum,ab-nu-um,45,82,17.0,3,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,00aa0281-fe0b-40f1-9d3a-387f6baeab5c,85,"If you did not sell it there, send it to Amur-Ištar and Abu-šalim.",šumma,šu-ma,48,87,19.0,3,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,1ed3ee29-3b4e-48c3-bb28-2f85e495ad87,100,"Also, inform them that they will asess as broken it at their sale.",u,ù,57,102,22.0,3,1
VS 26 12 (VAT 9292),d764bf76-e956-4326-ff68-def94471e2e5,72929424-705f-4ef3-9272-1d9ad1ca9349,113,"Let them send the silver, its revenue to you.",kaspam,KÙ.BABBAR,65,115,26.0,5,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,388852fc-5b4e-4af9-99d8-1df9915f5eb9,4,"Seals: Lā-qēpum s. Zuzuzānum, Iluwa s. Aššur-šamšī, Aššur-emūqī s. Iddin-Aššur, Iddin-Aššur.",kunuk,KIŠIB,1,6,1.0,1,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,2e0cc7d2-55e2-4a78-8dca-097bc490db0a,30,Iddin-Aššur s. Isaliya owes Aḫu-waqar 2 minas 2 1/2 shekels silver.,manā,ma-na,16,35,5.0,1,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,7450de73-688e-4ce4-8f80-09f597a86265,50,He will send the silver to the city after Aḫu-waqar.,ana,a-na,26,52,7.0,1,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,0f721311-ff94-4ddc-a926-9a6fa22c3caf,59,"If Iddin-Aššur does not encounter the silver after (the departure of) Aḫu-waqar, Iddin-Aššur will pay 4 minas 5 shekels silver when Aḫu-waqar returns from the city.",šumma,šu-ma,32,61,9.0,1,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,1248c786-9a3c-485e-a79d-213a6b0ebb76,97,"Seals: Iddin-Aššur s. Isaliya, Šū-Ištar s. Aššur-ṭāb s. Aššur-šamšī, Ṣilli-Adad s. Ilī-emūqī.",kunuk,KIŠIB,55,99,16.0,1,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,17227436-962f-4782-bfe0-7cfa0bd678ff,124,Iddin-Aššur owes Aḫu-waqar 1 mina 10 shekels refined silver.,manā,ma-na,70,129,19.0,1,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,46446f07-d893-43fa-980f-67952dc7c235,142,He will add 1 1/2 shekels (per mina) per month as interest from the ḫamuštum of Šū-Kūbum and Gazia.,ištu,iš-tù,79,144,21.0,2,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,28f6310c-555a-4921-a346-ad26e87e8874,164,Month: Kanwarta.,warḫum,ITU.KAM,91,166,24.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,e40e2463-7dd5-4729-b791-e35a6ef449b7,168,Eponymate: Iddin-abum s. Narbitum.,līmum,li-mu-um,93,170,25.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,f15022ee-298b-4b2d-a6ac-9f86c5f00d67,178,"Seals: Iddin-Aššur s. Isaliya, Adad-ellat s. Adad-bāni, Šū-Ištar s. Šuwa, Buzua s. Aššur-ṭāb.",kunuk,KIŠIB,97,180,27.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,fb9401b5-fd9f-4f9d-8aca-25736e5412df,208,Iddināya s. Isaliya owes the merchant 2/3 minas refined silver.,manā,ma-na,114,212,30.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,ac994905-30ec-48e5-8ece-06f0b19d5b2b,226,His brother Aḫu-waqar is guarantor.,Aḫu-waqar,a-ḫu-qar,123,228,32.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,3da9fc1a-c984-4488-8659-d361680589aa,232,He will add 1 shekel silver per month as interest from the ḫamuštum of Aššur-imittī.,ištu,iš-tù,126,234,33.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,121831ea-5ccc-4008-9601-ea54ff17704d,249,Eponymate: Ilī-dān.,līmum,li-mu-um,135,251,36.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,e547be17-1488-42d5-ba9c-bf4227784a7b,253,Month: Qarrātum.,warḫum,ITU.KAM,137,255,36.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,d1274346-e6c7-44f0-906e-9f93a2b6710c,258,The amtum maid Aniya is his pledge.,amtum,am-tum,139,260,37.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,2f26dae4-a670-4b4b-986e-27a49efb1247,265,"Seals: Adad-ellat s. Adad-bāni, Šū-Ištar s. Šu-Aya, Buzua s. Aššur-ṭāb, Iddin-Aššur s. Isaliya.",kunuk,KIŠIB,142,267,39.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,c56f936f-a4bf-4e7b-b1e2-f57b78533a68,295,"Regarding the debt of Iddin-Aššur, Iddin-Aššur owes the merchant 1/2 mina refined sivler.",ša,ša,158,297,42.0,3,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,3115ed11-ee1e-409d-855d-e61655ef17e1,314,Aḫu-waqar is the guarantor.,Aḫu-waqar,a-ḫu-qar,169,315,45.0,4,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,1c10f18a-a5e3-494e-8a58-557bea5aa562,318,He will add 1/2 shekel per month from the ḫamuštum of Šū-Kūbum and Kurub-Ištar.,ištu,iš-tù,171,320,46.0,5,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,d5b7a955-67ce-40e1-877e-ba2d3868836c,338,Month: Ša sarrātim.,warḫum,ITU.KAM,182,340,47.0,5,1
VS 26 120 envelope (VAT 13528),9bec1d14-f967-5eb8-5a70-0503081be5de,f2986740-d788-40eb-a71e-8021299d9572,344,Eponymate: the one after Iddin-abum s. Narbitum.,līmum,li-mu-um,185,346,48.0,5,1
VS 26 130 (VAT 9264),3e177a22-4106-0620-b750-d355e8bcef0d,4322eac8-89cf-4ffa-b3df-a45b3fd0b996,12,"Concerning the sons of Aššur-šamšī, we received (silver?) from Ennam-Aššur son of Šū-Enlil.",aššumi,a-šu-mì,11,14,3.0,1,1
VS 26 130 (VAT 9264),3e177a22-4106-0620-b750-d355e8bcef0d,55880ddf-d911-4185-be4b-48f95bb534bc,26,We recieved x talents 33 minas 40 shekels from the merchant of Šalim-aḫum.,,x,19,30,6.0,1,1
VS 26 130 (VAT 9264),3e177a22-4106-0620-b750-d355e8bcef0d,0ca204ff-fcf8-4edf-8ec1-9977f628f68f,45,"Thereof, we gave 31 minas of silver, ½ mina its transport tariff, to Ennam-Aššur son of Šū-Aššur and he carried it.",,ŠÀ.BA,30,47,9.0,1,1
VS 26 130 (VAT 9264),3e177a22-4106-0620-b750-d355e8bcef0d,712a10d8-aed1-460c-9953-5466d3b71a48,69,"Witnesses: Zupa, Aššur-taklāku, Ennānum the scribe.",maḫar,IGI,43,71,13.0,1,1
VS 26 130 (VAT 9264),3e177a22-4106-0620-b750-d355e8bcef0d,d79bd22f-8a25-43c7-bfe4-abf559961453,81,"We entrusted to Aššur-mālik 20 minas 50 shekels of silver under our seal, separately 20 shekels which [ … ].",manā,ma-na,51,87,15.0,1,1
VS 26 138 (VAT 9287),dfaa9590-ecfc-29dd-0b69-fdb6a638195f,8cab0c08-b168-4d22-9949-0d480f9c0897,2,A paid 1 mina 8 1/2 shekels to the man from Niḫriya in the name of Šū-Ištar.,manā,ma-na,2,7,1.0,1,1
VS 26 138 (VAT 9287),dfaa9590-ecfc-29dd-0b69-fdb6a638195f,a137b925-65ea-414a-a692-e2109d5a9bb7,19,From the ḫamuštum of Inaḫ-ilī ...,ištu,iš-tù,11,21,5.0,1,1
VS 26 153 (VAT 9277),edff9140-eb70-21fd-33dc-3b8728bab07c,d8a2d951-700b-4d98-a54a-7d22e17a4a59,3,Pūšu-kēn balanced 40 shekels silver belonging to Šū-Ḫubur which Aššur-nādā owed.,manā,ma-na,2,7,1.0,1,1
VS 26 153 (VAT 9277),edff9140-eb70-21fd-33dc-3b8728bab07c,0b2c66c5-7f9d-4660-ac92-ea02f0c8eac2,19,Wherever he sees him he will seize him and he will pay the silver to Pūšu-kēn.,ašar,a-šar,12,22,5.0,1,1
VS 26 15A envelope (VAT 9235),a2386727-92cc-6b7d-45a4-e7426f68ed62,1e923b8e-6439-4503-8573-3de6fd61001f,3,Seal of Aššur-mālik,kunuk,KIŠIB,1,5,1.0,1,1
VS 26 15A envelope (VAT 9235),a2386727-92cc-6b7d-45a4-e7426f68ed62,1bb2eda0-0adf-457e-b6e5-ba2b2ba7d4a4,7,(Addressed) to Il-kāšid.,ana,a-na,3,9,2.0,1,1
VS 26 15B (VAT 9235),f23e9770-0bda-c26e-e4b5-6aa72edcbed5,0d50f411-c6c3-496c-ad1e-e98e5c5bc4f7,3,From Aššur-mālik to Il-kāšid:,umma,um-ma,1,5,1.0,1,1
VS 26 15B (VAT 9235),f23e9770-0bda-c26e-e4b5-6aa72edcbed5,e3235f32-89d2-4b87-bbb8-4ecc5aa52c33,12,I received 1 1/2 shekels silver on your behalf from Ennum-Aššur.,šiqil,GÍN,7,16,3.0,1,1
VS 26 15B (VAT 9235),f23e9770-0bda-c26e-e4b5-6aa72edcbed5,bfa4b6f5-97e0-4891-be06-9b80bce103b1,25,For the thirds(?) I gave my word to him.,ana,a-na,14,27,6.0,1,1
VS 26 15B (VAT 9235),f23e9770-0bda-c26e-e4b5-6aa72edcbed5,23704c81-c6af-46ab-917c-9953e397730e,31,Do not return to him and do not receive silver from Ennum-Aššur!,lā,lá,18,35,8.0,1,1
VS 26 15B (VAT 9235),f23e9770-0bda-c26e-e4b5-6aa72edcbed5,da503f84-f9c4-4a1b-9ca1-8ea5ead7fd4c,46,"Witnesses: Ayyamšil, Ilī-rēʾī, Šaqṣum.",maḫar,IGI,25,48,12.0,3,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,5a6654d4-d3ee-473c-874e-ac6c1ba964c6,3,From Aššur-mālik and Šalim-Aššur to Pūšu-kēn and Aššur-idī:,umma,um-ma,1,5,1.0,1,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,1b7fb7ec-a150-4565-a244-385dfc5d32cf,18,To Pūšu-kēn:,ana,a-na,10,20,3.0,1,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,a43e0ef2-ff71-4b93-8e69-20310b18688c,23,Ilī-mutabbil departed with the caravan.,Ilī-mutabbil,DINGIR-mu-ta-bi-il₅,13,24,4.0,1,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,820ead85-2a23-49dd-8878-a2deb74a78c4,29,"Also, Adad-bāni and Kašlum departed with the express caravan.",u,ù,17,30,5.0,1,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,26974675-eb94-4197-91bf-28251871a2e5,39,The goods have departed toward you.,luqūtum,lu-qú-tum,24,40,7.0,1,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,57f7c4a4-132c-4504-aad2-425a15318de4,42,"4 talents of tin under seals, 20 minas of tin for 'hand-tin', 8 black textiles as wrappings, 10 kutānum-textiles (in) two top-packs, three black donkeys and their gear ...",biltem,GÚ,27,48,8.0,1,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,2428eec0-9895-4ef9-8744-66caa579692d,80,... if (?) my dear brother ... ,,…,47,81,12.0,3,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,d360c9d4-7f76-4407-857b-89be99c26173,94,"When the textiles arrive, sell 5 textiles each to brother and neighbor, so that the they give the proceeds to you.",kīma,ki-ma,57,97,14.0,3,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,80658623-0777-41d3-b81d-71844e802190,113,"Now, you buy the remainder of the textiles and give him the silver as immediate proceeds and do me this favor and then dispatch Aššur-idī so that  he asks(?) wherever there is one mina of silver brother and neighbor who promised and raises (the silver?).",u,ù,68,115,17.0,3,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,e5bfba00-3915-4cd4-bcd6-359521724d81,151,"Also, clear(?) the youth there.",u,ù,92,152,24.0,3,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,115db99e-73f3-48a1-b9ec-478025d669d7,156,He must not contract any affliction.,mimma,mì-ma,96,158,25.0,3,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,519627a0-d415-4116-9fc8-3a0d735f739e,164,Keep an eye on him.,ēkka,e-kà,100,165,26.0,4,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,d490b731-fc63-4cc8-b5e6-da750e5ad461,168,He must not act inappropriately.,lā,lá,103,171,27.0,4,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,5c24c2dd-7115-4048-9858-a12e6027a24f,174,Clear your m.,maḫrīka,ma-aḫ-ri-kà,105,175,28.0,5,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,29b40f2a-85f3-4f37-8a6d-22a599d3ecd7,177,Who ... ,mannum,ma-num,107,178,28.0,5,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,62519409-234b-4d6d-91fe-589fe3b213bb,182,From Šalim-Aššur:,umma,um-ma,110,184,29.0,5,1
VS 26 16 (VAT 9262),74a50b22-2148-d51e-00bc-fb06fcfed5a1,08ef1cb3-5024-4f43-8546-48c6ca78573e,186,Why from ...  which exist .. 4 1/2 minas ... ,miššum,mì-šu-um,112,187,29.0,5,1
VS 26 17 (VAT 9249),bfd3ef8a-69fd-2d25-b92f-ad646713310d,bcb9d0d8-b0d6-4d60-88f8-e36193fc7ead,3,From Aššur-mālik and Šalim-Aššur to Pūšu-kēn:,umma,um-ma,1,5,1.0,1,1
